parsed_duration,parsed_name,parsed_objectives,parsed_price,parsed_sku,parsed_url,processed_duration,processed_price
2 jours - 14 h,Formation : Thermique appliquée à l'industrie,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir les bases de la thermique industrielle</li>
<li>Apprendre à résoudre les problèmes de thermique</li>
<li>Savoir contrôler les phénomènes thermiques</li>
</ul>
                                            </div>",1 300 €,3497,https://www.comundi.fr/formation-energie-1/formation-thermique-appliquee-a-l-industrie.html,14,1300
2 jours - 14 h,"Formation : Technologies de production des utilités: air comprimé, vapeur, chaud/froid","<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir un panorama sur les technologies de production d’air comprimé, vapeur, chaud/froid</li>
<li>Comprendre le fonctionnement des principaux équipements</li>
<li>Identifier les principaux leviers d’optimisation des énergies secondaires</li>
<li>Intégrer les critères, ratios économiques et effets de bord</li>
</ul>
                                            </div>",1 300 €,3493,https://www.comundi.fr/formation-energie-1/formation-technologies-de-production-des-utilites-air-comprime-vapeur-chaud-froid.html,14,1300
2 jours - 14 h,Formation : Isolation et améliorations thermiques dans l’habitat,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir les connaissances de bases de l’isolation thermique,</li>
<li>Savoir identifier et choisir les isolants,</li>
<li>Connaitre les différents principes d’isolation thermique pour l’habitat,</li>
<li>Avoir un panorama des solutions d’amélioration thermique dans l’habitat et de leur impact (gains énergétiques)</li>
</ul>
                                            </div>",1 495 €,5505,https://www.comundi.fr/formation-energie-1/formation-isolation-et-ameliorations-thermiques-dans-l-habitat.html,14,1495
2 jours - 14 h,Formation : Smart-grids,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir les informations de bases sur l’état actuel et les développements futurs des réseaux intelligents (sur le plan national et international)</li>
<li>Savoir identifier les composants et comprendre le fonctionnement et les risques associés aux smart-grids </li>
<li>Appréhender le pilotage et l’exploitation des réseaux intelligents avec une vision des principaux acteurs et intervenants possibles</li>
</ul>
                                            </div>",1 300 €,5184,https://www.comundi.fr/formation-energie-1/formation-smart-grids.html,14,1300
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Valorisation des énergies fatales,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Comprendre les intérêts économiques et environnementaux de la valorisation des énergies fatales</li>
<li>Avoir un panorama général des gisements d’énergies fatales existants</li>
<li>Connaître les principales techniques et technologies permettant la valorisation de ces énergies</li>
<li>Savoir comment mettre en place ces solutions de récupération d’énergies</li>
</ul>
                                            </div>",,2949,https://www.comundi.fr/formation-energie-1/formation-valorisation-des-energies-fatales.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Échangeurs de chaleur,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Appréhender la définition et les différentes familles d’échangeurs existants</li>
<li>Comprendre la conception des échangeurs de chaleur</li>
<li>Maîtriser les calculs théoriques liés aux échanges de chaleur</li>
<li>Maîtriser la méthode de sélection d’un échangeur adapté au besoin de l’utilisateur</li>
<li>Savoir optimiser et améliorer les échanges de chaleur</li>
</ul>
                                            </div>",,2927,https://www.comundi.fr/formation-energie-1/formation-echangeurs-de-chaleur.html,,
3 jours - 21 h,Formation : Référent performance énergétique industrielle,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Dégager les principaux gisements d'économie et benchmarker les indicateurs clés</li>
<li>Faire vivre son Système de Management d'Energie et changer durablement les comportements</li>
<li>Mieux communiquer avec les experts énergéticiens</li>
</ul>
                                            </div>",1 900 €,5150,https://www.comundi.fr/formation-efficacite-energetique-industrielle/formation-referent-performance-energetique-industrielle.html,21,1900
2 jours - 14 h,Formation : Isolation thermique des équipements industriels,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir les connaissances fondamentales sur le calorifugeage</li>
<li>Savoir identifier et choisir les isolants</li>
<li>Mettre en œuvre et implémenter ces isolants dans vos applications industrielles</li>
</ul>
                                            </div>",1 495 €,5504,https://www.comundi.fr/formation-energie-1/formation-isolation-thermique-des-equipements-industriels.html,14,1495
3 jours - 21 h,Formation : Devenir Référent(e) Energie Bâtiment,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser le fonctionnement des systèmes énergétiques et mettre en place des actions de maîtrise de l'énergie</li>
<li>Suivre et analyser les résultats en identifiant et sélectionnant les indicateurs de performance pertinents</li>
<li>Impliquer et faire agir votre direction et les différents services associés dans la démarche de performance énergétique</li>
</ul>
                                            </div>",2 045 €,4667,https://www.comundi.fr/formation-pilotage-strategique-de-l-immobilier/formation-devenir-referent-e-energie-batiment.html,21,2045
2 jours - 14 h,Formation : Optimiser sa veille scientifique et technique sur internet,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Organiser sa veille scientifique et technologique sur Internet</li>
<li>Identifier et surveiller les sources d'information pertinentes</li>
<li>Mettre en place une cartographie d’acteurs et d’experts</li>
<li>Utiliser et maitriser les ressources du « web invisible »</li>
</ul>
                                            </div>",1 495 €,3519,https://www.comundi.fr/formation-ingenierie-de-l-innovation-conception/formation-optimiser-sa-veille-scientifique-et-technique-sur-internet.html,14,1495
2 jours - 14 h,Formation : Méthodes de résolution de problèmes,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Pouvoir appliquer une démarche méthodique, simple et efficace pour résoudre collectivement des problèmes, en industrie comme dans l’activité de service</li>
<li>Savoir animer et fédérer une équipe autour de la résolution de problème</li>
<li>Utiliser les méthodes de résolution de problèmes comme leviers de l’amélioration continue de son activité ou de son service</li>
</ul>
                                            </div>",1 495 €,5258,https://www.comundi.fr/formation-ingenierie-de-l-innovation-reseaux-d-experts/formation-methodes-de-resolution-de-problemes.html,14,1495
17 jours - 119 h,Cycle certifiant black belt executive lean six sigma,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Former de futurs référents dans le déploiement du Lean Six Sigma au sein de son entreprise</li>
<li>Encadrer des Green Belt Lean Six Sigma </li>
<li>Maîtriser la méthodologie DMAIC et les outils du Lean Six Sigma</li>
<li>Réaliser une étude de cas ou un projet Industrie ou Service de niveau Black Belt</li>
</ul>
                                            </div>",8 975 €,5304,https://www.comundi.fr/formation-certificat-cycles-et-formations/cycle-certifiant-black-belt-executive-lean-six-sigma.html,119,8975
2 jours + 1 jour optionnel,Formation : Expertise amiable ou judiciaire,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <p><strong>Niveau 1 :</strong></p>
<ul>
<li>Appréhender les missions, les droits et les devoirs d'un expert en amiable ou judiciaire</li>
<li>Maîtriser la procédure d'expertise et d'arbitrage</li>
<li>Structurer et rédiger le rapport d'expertise technique</li>
</ul>
<p><strong>Niveau 2 :</strong></p>
<ul>
<li>Maîtriser les procédures et rédiger les rapports d’expertise amiable ou judiciaire</li>
<li>Renforcer ses techniques et attitudes pour réussir les arbitrages, conciliations et médiations</li>
<li>Diriger les débats et favoriser des échanges apaisés tout au long de la médiation</li>
</ul>
                                            </div>",1 495 €,3042,https://www.comundi.fr/formation-expert-architecte-independant-du-btp/formation-expertise-amiable-ou-judiciaire.html,14,1495
